Wavelength_nm,n,k
375.17401392111367,1.6869651822949694,0.6258719347065447
381.6705336426914,1.7109317298438536,0.592675209658073
388.1670533642691,1.7509754478107442,0.558049402794667
396.28770301624127,1.8150976193851127,0.5253512814072643
404.4083526682134,1.8792197909594823,0.4925638424064277
415.7772621809745,1.9191516028677795,0.4695267368441993
425.52204176334106,1.9591207167956075,0.4540502245868513
438.51508120649646,1.9990152266843728,0.4475682813467522
451.5081206496519,2.038909736573138,0.4480006456640464
462.06496519721577,2.119053125536216,0.5135284251562108
474.245939675174,2.175043456852754,0.7421656433479308
486.4269141531322,2.2390723733782947,0.0525771965294201
497.7958236658933,2.311158526122604,0.0
509.9767981438515,2.3269559313941257,0.0
525.4060324825986,2.3185629769995746,0.0
538.399071925754,2.2941488052163144,0.0
552.2041763341067,2.2456002267962787,0.0
566.0092807424594,2.2211674040032525,0.0
581.4385150812064,2.1886586939816923,0.0
599.3039443155452,2.1641326161398378,0.0
614.7331786542923,2.16377824695429,0.0
626.9141531322505,2.1634984818078054,0.0
640.7192575406032,2.131027073805776,0.0
656.1484918793503,2.090479778575212,0.0
671.5777262180975,2.066009653762655,0.0
686.1948955916473,2.105866861631889,0.0
694.3155452436195,2.0976417663252294,0.0
