Wavelength_nm,n,k
377.49091098727536,2.0622001370801915,0.4911814857172075
380.7033554846977,2.1265682271955173,0.4975359691310017
387.1491045087463,2.1907873171022434,0.4972389300054694
393.5948535327949,2.255006407008969,0.5337942857968483
400.84632118484967,2.327252883154036,0.691163705262722
408.9061149685609,2.399462109246952,0.8698178404722496
416.9893762851268,2.3990896087254514,0.1261223436779316
426.6892898650058,2.398642608099651,0.0
435.5965223351312,2.349845039783055,0.0
446.93394820752746,2.2848064487290274,0.0
459.8932413505378,2.2035640849897185,0.0
476.0754090055725,2.154431266203772,0.0
489.824775754686,2.1296041064457483,0.0
503.5663199928479,2.128970855559197,0.0
519.740665136931,2.1040319456447234,0.0
537.518625026075,2.1193417170784032,0.0
552.0684953958935,2.1186712161397017,0.0
572.2844711982596,2.0935460559644774,0.0
592.5004470006257,2.0684208957892536,0.0
616.7502309503233,2.0673033942247514,0.0
638.5906815269541,2.017909825073754,0.0
663.6487916083081,2.016755073457102,0.0
679.8074917304883,2.040203981285573,0.0
691.116235062729,2.0638763894269445,0.0
