wl,n
1.63650,1.64840
1.63997,1.65679
1.64345,1.66515
1.64693,1.67350
1.65040,1.68182
1.65388,1.69012
1.65736,1.69839
1.66084,1.70665
1.66432,1.71488
1.66780,1.72309
1.67128,1.73128
1.67476,1.73945
1.67824,1.74760
1.68172,1.75573
1.68520,1.76384
1.68869,1.77193
