wl,n
1.730,1.83696
1.731,1.83695
1.732,1.83694
1.733,1.83692
1.734,1.83691
1.735,1.83690
1.736,1.83688
1.737,1.83687
1.738,1.83685
1.739,1.83684
1.740,1.83683
1.741,1.83681
1.742,1.83680
1.743,1.83679
1.744,1.83677
1.745,1.83676
1.746,1.83675
1.747,1.83674
1.748,1.83672
1.749,1.83671
1.750,1.83670
1.751,1.83669
1.752,1.83667
1.753,1.83666
1.754,1.83665
1.755,1.83663
1.756,1.83662
1.757,1.83661
1.758,1.83660
1.759,1.83658
1.760,1.83657
1.761,1.83656
1.762,1.83654
1.763,1.83653
1.764,1.83652
1.765,1.83650
1.766,1.83649
1.767,1.83648
1.768,1.83646
1.769,1.83645
1.770,1.83644
1.771,1.83643
1.772,1.83641
1.773,1.83640
1.774,1.83639
1.775,1.83637
1.776,1.83636
1.777,1.83635
1.778,1.83633
1.779,1.83632
1.780,1.83631
1.781,1.83630
1.782,1.83628
1.783,1.83627
1.784,1.83626
1.785,1.83624
1.786,1.83623
1.787,1.83622
1.788,1.83621
1.789,1.83619
1.790,1.83618
1.791,1.83617
1.792,1.83616
1.793,1.83614
1.794,1.83613
1.795,1.83612
1.796,1.83610
1.797,1.83609
1.798,1.83608
1.799,1.83607
1.800,1.83605
1.801,1.83604
1.802,1.83603
1.803,1.83602
1.804,1.83600
1.805,1.83599
1.806,1.83598
1.807,1.83597
1.808,1.83595
1.809,1.83594
1.810,1.83593
1.811,1.83592
1.812,1.83590
1.813,1.83589
1.814,1.83588
1.815,1.83587
1.816,1.83585
1.817,1.83584
1.818,1.83583
1.819,1.83582
1.820,1.83580
1.821,1.83579
1.822,1.83578
1.823,1.83576
1.824,1.83575
1.825,1.83574
1.826,1.83573
1.827,1.83571
1.828,1.83570
1.829,1.83569
1.830,1.83568
1.831,1.83567
1.832,1.83565
1.833,1.83564
1.834,1.83563
1.835,1.83562
1.836,1.83560
1.837,1.83559
1.838,1.83558
1.839,1.83557
1.840,1.83555
1.841,1.83554
1.842,1.83553
1.843,1.83552
1.844,1.83550
1.845,1.83549
1.846,1.83548
1.847,1.83546
1.848,1.83545
1.849,1.83544
1.850,1.83543
1.851,1.83542
1.852,1.83540
1.853,1.83539
1.854,1.83538
1.855,1.83537
1.856,1.83535
1.857,1.83534
1.858,1.83533
1.859,1.83532
1.860,1.83531
1.861,1.83529
1.862,1.83528
1.863,1.83527
1.864,1.83526
1.865,1.83524
1.866,1.83523
1.867,1.83522
1.868,1.83521
1.869,1.83520
1.870,1.83518
1.871,1.83517
1.872,1.83516
1.873,1.83515
1.874,1.83513
1.875,1.83512
1.876,1.83511
1.877,1.83510
1.878,1.83508
1.879,1.83507
1.880,1.83506
1.881,1.83505
1.882,1.83503
1.883,1.83502
1.884,1.83501
1.885,1.83500
1.886,1.83498
1.887,1.83497
1.888,1.83496
1.889,1.83495
1.890,1.83493
1.891,1.83492
1.892,1.83491
1.893,1.83490
1.894,1.83488
1.895,1.83487
1.896,1.83486
1.897,1.83484
1.898,1.83483
1.899,1.83482
1.900,1.83481
1.901,1.83479
1.902,1.83478
1.903,1.83477
1.904,1.83476
1.905,1.83474
1.906,1.83473
1.907,1.83472
1.908,1.83470
1.909,1.83469
1.910,1.83468
1.911,1.83467
1.912,1.83465
1.913,1.83464
1.914,1.83463
1.915,1.83461
1.916,1.83460
1.917,1.83459
1.918,1.83458
1.919,1.83456
1.920,1.83455
1.921,1.83454
1.922,1.83453
1.923,1.83451
1.924,1.83450
1.925,1.83449
1.926,1.83447
1.927,1.83446
1.928,1.83445
1.929,1.83443
1.930,1.83442
1.931,1.83441
1.932,1.83440
1.933,1.83438
1.934,1.83437
1.935,1.83436
1.936,1.83434
1.937,1.83433
1.938,1.83432
1.939,1.83430
1.940,1.83429
1.941,1.83428
1.942,1.83426
1.943,1.83425
1.944,1.83424
1.945,1.83422
1.946,1.83421
1.947,1.83420
1.948,1.83418
1.949,1.83417
1.950,1.83416
1.951,1.83414
1.952,1.83413
1.953,1.83412
1.954,1.83410
1.955,1.83409
1.956,1.83408
1.957,1.83406
1.958,1.83405
1.959,1.83404
1.960,1.83402
1.961,1.83401
1.962,1.83400
1.963,1.83398
1.964,1.83397
1.965,1.83396
1.966,1.83394
1.967,1.83393
1.968,1.83392
1.969,1.83390
1.970,1.83389
1.971,1.83388
1.972,1.83386
1.973,1.83385
1.974,1.83383
1.975,1.83382
1.976,1.83381
1.977,1.83379
1.978,1.83378
1.979,1.83377
1.980,1.83375
1.981,1.83374
1.982,1.83372
1.983,1.83371
1.984,1.83370
1.985,1.83368
1.986,1.83367
1.987,1.83365
1.988,1.83364
1.989,1.83363
1.990,1.83361
1.991,1.83360
1.992,1.83358
1.993,1.83357
1.994,1.83355
1.995,1.83354
1.996,1.83352
1.997,1.83351
1.998,1.83349
1.999,1.83348
2.000,1.83346
2.001,1.83345
2.002,1.83343
2.003,1.83342
2.004,1.83340
2.005,1.83338
2.006,1.83337
2.007,1.83335
2.008,1.83334
2.009,1.83332
2.010,1.83331
2.011,1.83329
2.012,1.83327
2.013,1.83326
2.014,1.83324
2.015,1.83322
2.016,1.83321
2.017,1.83319
2.018,1.83317
2.019,1.83315
2.020,1.83314
2.021,1.83312
2.022,1.83310
2.023,1.83309
2.024,1.83307
2.025,1.83305
2.026,1.83303
2.027,1.83301
2.028,1.83300
2.029,1.83298
2.030,1.83296
2.031,1.83294
2.032,1.83292
2.033,1.83290
2.034,1.83288
2.035,1.83287
2.036,1.83285
2.037,1.83283
2.038,1.83281
2.039,1.83279
2.040,1.83277
2.041,1.83275
2.042,1.83273
2.043,1.83271
2.044,1.83269
2.045,1.83267
2.046,1.83265
2.047,1.83263
2.048,1.83261
2.049,1.83259
2.050,1.83257
2.051,1.83255
2.052,1.83254
2.053,1.83252
2.054,1.83250
2.055,1.83248
2.056,1.83247
2.057,1.83245
2.058,1.83243
2.059,1.83242
2.060,1.83240
2.061,1.83238
2.062,1.83237
2.063,1.83235
2.064,1.83234
2.065,1.83232
2.066,1.83231
2.067,1.83229
2.068,1.83228
2.069,1.83226
2.070,1.83225
2.071,1.83223
2.072,1.83222
2.073,1.83221
2.074,1.83219
2.075,1.83218
2.076,1.83217
2.077,1.83215
2.078,1.83214
2.079,1.83213
2.080,1.83211
2.081,1.83210
2.082,1.83209
2.083,1.83208
2.084,1.83206
2.085,1.83205
2.086,1.83204
2.087,1.83203
2.088,1.83202
2.089,1.83200
2.090,1.83199
2.091,1.83198
2.092,1.83197
2.093,1.83196
2.094,1.83195
2.095,1.83194
2.096,1.83193
2.097,1.83192
2.098,1.83191
2.099,1.83190
2.100,1.83189
2.101,1.83188
2.102,1.83187
2.103,1.83186
2.104,1.83185
2.105,1.83184
2.106,1.83183
2.107,1.83182
2.108,1.83182
2.109,1.83181
2.110,1.83180
2.111,1.83179
2.112,1.83178
2.113,1.83178
2.114,1.83177
2.115,1.83176
2.116,1.83175
2.117,1.83175
2.118,1.83174
2.119,1.83173
2.120,1.83173
2.121,1.83172
2.122,1.83171
2.123,1.83171
2.124,1.83170
2.125,1.83169
2.126,1.83169
2.127,1.83168
2.128,1.83168
2.129,1.83167
2.130,1.83167
2.131,1.83166
2.132,1.83166
2.133,1.83165
2.134,1.83165
2.135,1.83164
2.136,1.83164
2.137,1.83164
2.138,1.83163
2.139,1.83163
2.140,1.83162
2.141,1.83162
2.142,1.83162
2.143,1.83161
2.144,1.83161
2.145,1.83161
2.146,1.83160
2.147,1.83160
2.148,1.83160
2.149,1.83160
2.150,1.83159
2.151,1.83159
2.152,1.83159
2.153,1.83159
2.154,1.83159
2.155,1.83158
2.156,1.83158
2.157,1.83158
2.158,1.83158
2.159,1.83158
2.160,1.83158
2.161,1.83158
2.162,1.83158
2.163,1.83158
2.164,1.83157
2.165,1.83157
2.166,1.83157
2.167,1.83157
2.168,1.83157
2.169,1.83157
2.170,1.83157
2.171,1.83157
2.172,1.83158
2.173,1.83158
2.174,1.83158
2.175,1.83158
2.176,1.83158
2.177,1.83158
2.178,1.83158
2.179,1.83158
2.180,1.83158
2.181,1.83159
2.182,1.83159
2.183,1.83159
2.184,1.83159
2.185,1.83159
2.186,1.83159
2.187,1.83160
2.188,1.83160
2.189,1.83160
2.190,1.83160
2.191,1.83161
2.192,1.83161
2.193,1.83161
2.194,1.83162
2.195,1.83162
2.196,1.83162
2.197,1.83162
2.198,1.83163
2.199,1.83163
2.200,1.83164
2.201,1.83164
2.202,1.83164
2.203,1.83165
2.204,1.83165
2.205,1.83165
2.206,1.83166
2.207,1.83166
2.208,1.83167
2.209,1.83167
2.210,1.83168
2.211,1.83168
2.212,1.83169
2.213,1.83169
2.214,1.83169
2.215,1.83170
2.216,1.83170
2.217,1.83171
2.218,1.83172
2.219,1.83172
2.220,1.83173
2.221,1.83173
2.222,1.83174
2.223,1.83174
2.224,1.83175
2.225,1.83175
2.226,1.83176
2.227,1.83177
2.228,1.83177
2.229,1.83178
2.230,1.83178
2.231,1.83179
2.232,1.83180
2.233,1.83180
2.234,1.83181
2.235,1.83181
2.236,1.83182
2.237,1.83183
2.238,1.83183
2.239,1.83184
2.240,1.83185
2.241,1.83185
2.242,1.83186
2.243,1.83187
2.244,1.83187
2.245,1.83188
2.246,1.83189
2.247,1.83190
2.248,1.83190
2.249,1.83191
2.250,1.83192
2.251,1.83192
2.252,1.83193
2.253,1.83194
2.254,1.83195
2.255,1.83195
2.256,1.83196
2.257,1.83197
2.258,1.83198
2.259,1.83198
2.260,1.83199
2.261,1.83200
2.262,1.83201
2.263,1.83201
2.264,1.83202
2.265,1.83203
2.266,1.83204
2.267,1.83204
2.268,1.83205
2.269,1.83206
2.270,1.83207
2.271,1.83208
2.272,1.83208
2.273,1.83209
2.274,1.83210
2.275,1.83211
2.276,1.83212
2.277,1.83212
2.278,1.83213
2.279,1.83214
2.280,1.83215
2.281,1.83216
2.282,1.83216
2.283,1.83217
2.284,1.83218
2.285,1.83219
2.286,1.83219
2.287,1.83220
2.288,1.83221
2.289,1.83222
2.290,1.83223
2.291,1.83223
2.292,1.83224
2.293,1.83225
2.294,1.83226
2.295,1.83227
2.296,1.83227
2.297,1.83228
2.298,1.83229
2.299,1.83230
2.300,1.83230
2.301,1.83231
2.302,1.83232
2.303,1.83233
2.304,1.83234
2.305,1.83234
2.306,1.83235
2.307,1.83236
2.308,1.83237
2.309,1.83237
2.310,1.83238
2.311,1.83239
2.312,1.83239
2.313,1.83240
2.314,1.83241
2.315,1.83242
2.316,1.83242
2.317,1.83243
2.318,1.83244
2.319,1.83244
2.320,1.83245
2.321,1.83246
2.322,1.83246
2.323,1.83247
2.324,1.83248
2.325,1.83248
2.326,1.83249
2.327,1.83250
2.328,1.83250
2.329,1.83251
2.330,1.83251
2.331,1.83252
2.332,1.83253
2.333,1.83253
2.334,1.83254
2.335,1.83254
2.336,1.83255
2.337,1.83255
2.338,1.83256
2.339,1.83256
2.340,1.83257
2.341,1.83257
2.342,1.83258
2.343,1.83258
2.344,1.83259
2.345,1.83259
2.346,1.83260
2.347,1.83260
2.348,1.83261
2.349,1.83261
2.350,1.83261
2.351,1.83262
2.352,1.83262
2.353,1.83262
2.354,1.83263
2.355,1.83263
2.356,1.83263
2.357,1.83264
2.358,1.83264
2.359,1.83264
2.360,1.83264
2.361,1.83265
2.362,1.83265
2.363,1.83265
2.364,1.83265
2.365,1.83265
2.366,1.83265
2.367,1.83265
2.368,1.83265
2.369,1.83265
2.370,1.83265
2.371,1.83266
2.372,1.83265
2.373,1.83265
2.374,1.83265
2.375,1.83265
2.376,1.83265
2.377,1.83265
2.378,1.83265
2.379,1.83265
2.380,1.83264
2.381,1.83264
2.382,1.83264
2.383,1.83264
2.384,1.83263
2.385,1.83263
2.386,1.83262
2.387,1.83262
2.388,1.83262
2.389,1.83261
2.390,1.83260
2.391,1.83260
2.392,1.83259
2.393,1.83259
2.394,1.83258
2.395,1.83257
2.396,1.83256
2.397,1.83256
2.398,1.83255
2.399,1.83254
2.400,1.83253
2.401,1.83252
2.402,1.83251
2.403,1.83249
2.404,1.83248
2.405,1.83247
2.406,1.83245
2.407,1.83244
2.408,1.83242
2.409,1.83241
2.410,1.83239
2.411,1.83237
2.412,1.83235
2.413,1.83233
2.414,1.83231
2.415,1.83228
2.416,1.83225
2.417,1.83223
2.418,1.83220
2.419,1.83217
2.420,1.83214
2.421,1.83211
2.422,1.83208
2.423,1.83205
2.424,1.83202
2.425,1.83199
2.426,1.83196
2.427,1.83194
2.428,1.83191
2.429,1.83189
2.430,1.83187
2.431,1.83185
2.432,1.83182
2.433,1.83180
2.434,1.83178
2.435,1.83176
2.436,1.83173
2.437,1.83171
2.438,1.83169
2.439,1.83167
2.440,1.83164
2.441,1.83162
2.442,1.83160
2.443,1.83158
2.444,1.83156
2.445,1.83154
2.446,1.83152
2.447,1.83150
2.448,1.83148
2.449,1.83146
2.450,1.83145
2.451,1.83143
2.452,1.83141
2.453,1.83139
2.454,1.83138
2.455,1.83136
2.456,1.83134
2.457,1.83133
2.458,1.83131
2.459,1.83129
2.460,1.83128
2.461,1.83126
2.462,1.83124
2.463,1.83122
2.464,1.83120
2.465,1.83118
2.466,1.83116
2.467,1.83114
2.468,1.83112
2.469,1.83110
2.470,1.83108
2.471,1.83106
2.472,1.83104
2.473,1.83102
2.474,1.83100
2.475,1.83099
2.476,1.83097
2.477,1.83095
2.478,1.83093
2.479,1.83091
2.480,1.83090
2.481,1.83088
2.482,1.83086
2.483,1.83084
2.484,1.83083
2.485,1.83081
2.486,1.83079
2.487,1.83077
2.488,1.83075
2.489,1.83073
2.490,1.83071
2.491,1.83069
2.492,1.83067
2.493,1.83065
2.494,1.83063
2.495,1.83061
2.496,1.83059
2.497,1.83057
2.498,1.83055
2.499,1.83053
2.500,1.83051

wl,k
0.200,0.60363
0.201,0.58915
0.202,0.57468
0.203,0.56113
0.204,0.54928
0.205,0.53975
0.206,0.53311
0.207,0.52990
0.208,0.53055
0.209,0.53534
0.210,0.54287
0.211,0.55253
0.212,0.56380
0.213,0.57619
0.214,0.58868
0.215,0.60197
0.216,0.61600
0.217,0.63031
0.218,0.64400
0.219,0.65698
0.220,0.66901
0.221,0.67966
0.222,0.68880
0.223,0.69685
0.224,0.70395
0.225,0.71039
0.226,0.71630
0.227,0.72200
0.228,0.72764
0.229,0.73318
0.230,0.73845
0.231,0.74358
0.232,0.74830
0.233,0.75232
0.234,0.75565
0.235,0.75817
0.236,0.75971
0.237,0.76031
0.238,0.76009
0.239,0.75898
0.240,0.75722
0.241,0.75507
0.242,0.75251
0.243,0.74974
0.244,0.74699
0.245,0.74425
0.246,0.74155
0.247,0.73907
0.248,0.73676
0.249,0.73457
0.250,0.73262
0.251,0.73089
0.252,0.72930
0.253,0.72796
0.254,0.72698
0.255,0.72636
0.256,0.72629
0.257,0.72690
0.258,0.72819
0.259,0.73025
0.260,0.73306
0.261,0.73638
0.262,0.73992
0.263,0.74330
0.264,0.74577
0.265,0.74626
0.266,0.74370
0.267,0.73737
0.268,0.72659
0.269,0.71133
0.270,0.69235
0.271,0.67055
0.272,0.64696
0.273,0.62279
0.274,0.59891
0.275,0.57581
0.276,0.55396
0.277,0.53357
0.278,0.51471
0.279,0.49733
0.280,0.48146
0.281,0.46708
0.282,0.45403
0.283,0.44221
0.284,0.43156
0.285,0.42190
0.286,0.41310
0.287,0.40511
0.288,0.39777
0.289,0.39097
0.290,0.38464
0.291,0.37870
0.292,0.37312
0.293,0.36788
0.294,0.36293
0.295,0.35827
0.296,0.35390
0.297,0.34972
0.298,0.34574
0.299,0.34201
0.300,0.33843
0.301,0.33497
0.302,0.33175
0.303,0.32870
0.304,0.32571
0.305,0.32286
0.306,0.32015
0.307,0.31749
0.308,0.31489
0.309,0.31239
0.310,0.30998
0.311,0.30763
0.312,0.30533
0.313,0.30309
0.314,0.30087
0.315,0.29869
0.316,0.29653
0.317,0.29442
0.318,0.29236
0.319,0.29037
0.320,0.28846
0.321,0.28660
0.322,0.28478
0.323,0.28300
0.324,0.28127
0.325,0.27959
0.326,0.27797
0.327,0.27642
0.328,0.27489
0.329,0.27337
0.330,0.27191
0.331,0.27052
0.332,0.26919
0.333,0.26786
0.334,0.26655
0.335,0.26521
0.336,0.26385
0.337,0.26251
0.338,0.26121
0.339,0.25995
0.340,0.25873
0.341,0.25752
0.342,0.25633
0.343,0.25514
0.344,0.25398
0.345,0.25284
0.346,0.25172
0.347,0.25063
0.348,0.24960
0.349,0.24861
0.350,0.24765
0.351,0.24671
0.352,0.24578
0.353,0.24486
0.354,0.24398
0.355,0.24316
0.356,0.24240
0.357,0.24170
0.358,0.24101
0.359,0.24033
0.360,0.23970
0.361,0.23913
0.362,0.23865
0.363,0.23823
0.364,0.23787
0.365,0.23752
0.366,0.23716
0.367,0.23681
0.368,0.23653
0.369,0.23634
0.370,0.23624
0.371,0.23621
0.372,0.23623
0.373,0.23628
0.374,0.23638
0.375,0.23657
0.376,0.23688
0.377,0.23736
0.378,0.23803
0.379,0.23891
0.380,0.24005
0.381,0.24149
0.382,0.24334
0.383,0.24576
0.384,0.24891
0.385,0.25301
0.386,0.25838
0.387,0.26546
0.388,0.27479
0.389,0.28697
0.390,0.30264
0.391,0.32235
0.392,0.34661
0.393,0.37576
0.394,0.41027
0.395,0.45062
0.396,0.49653
0.397,0.54321
0.398,0.58138
0.399,0.59994
0.400,0.59129
0.401,0.55226
0.402,0.48679
0.403,0.40503
0.404,0.32044
0.405,0.24406
0.406,0.18191
0.407,0.13559
0.408,0.10354
0.409,0.08246
0.410,0.06806
0.411,0.05738
0.412,0.04906
0.413,0.04283
0.414,0.03828
0.415,0.03487
0.416,0.03204
0.417,0.02952
0.418,0.02727
0.419,0.02537
0.420,0.02386
0.421,0.02264
0.422,0.02156
0.423,0.02051
0.424,0.01938
0.425,0.01805
0.426,0.01636
0.427,0.01418
0.428,0.01153
0.429,0.00861
0.430,0.00578
0.431,0.00338
0.432,0.00166
0.433,6.43E-04
0.434,1.80E-04
0.435,2.76E-05
0.436,2.20E-06
0.437,2.00E-06
0.438,1.80E-06
0.439,1.60E-06
0.440,1.40E-06
0.441,1.20E-06
0.442,1.00E-06
0.443,1.00E-06
0.444,1.00E-06
0.445,1.00E-06
0.446,1.00E-06
0.447,1.00E-06
0.448,1.00E-06
0.449,1.00E-06
0.450,1.00E-06
0.451,1.00E-06
0.452,1.00E-06
0.453,1.00E-06
0.454,1.00E-06
0.455,1.00E-06
0.456,1.00E-06
0.457,1.00E-06
0.458,1.00E-06
0.459,1.00E-06
0.460,1.00E-06
0.461,1.00E-06
0.462,1.00E-06
0.463,1.00E-06
0.464,1.00E-06
0.465,1.00E-06
0.466,1.00E-06
0.467,1.00E-06
0.468,1.00E-06
0.469,1.00E-06
0.470,1.00E-06
0.471,1.00E-06
0.472,1.00E-06
0.473,1.00E-06
0.474,1.00E-06
0.475,1.00E-06
0.476,1.00E-06
0.477,1.00E-06
0.478,1.00E-06
0.479,1.00E-06
0.480,1.00E-06
0.481,1.00E-06
0.482,1.00E-06
0.483,1.00E-06
0.484,1.00E-06
0.485,1.00E-06
0.486,1.00E-06
0.487,1.00E-06
0.488,1.00E-06
0.489,1.00E-06
0.490,1.00E-06
0.491,1.00E-06
0.492,1.00E-06
0.493,1.00E-06
0.494,1.00E-06
0.495,1.00E-06
0.496,1.00E-06
0.497,1.00E-06
0.498,1.00E-06
0.499,1.00E-06
0.500,1.00E-06
0.501,1.00E-06
0.502,1.00E-06
0.503,1.00E-06
0.504,1.00E-06
0.505,1.00E-06
0.506,1.00E-06
0.507,1.00E-06
0.508,1.00E-06
0.509,1.00E-06
0.510,1.00E-06
0.511,1.00E-06
0.512,1.00E-06
0.513,1.00E-06
0.514,1.00E-06
0.515,1.00E-06
0.516,1.00E-06
0.517,1.00E-06
0.518,1.00E-06
0.519,1.00E-06
0.520,1.00E-06
0.521,1.00E-06
0.522,1.00E-06
0.523,1.00E-06
0.524,1.00E-06
0.525,1.00E-06
0.526,1.00E-06
0.527,1.00E-06
0.528,1.00E-06
0.529,1.00E-06
0.530,1.00E-06
0.531,1.00E-06
0.532,1.00E-06
0.533,1.00E-06
0.534,1.00E-06
0.535,1.00E-06
0.536,1.00E-06
0.537,1.00E-06
0.538,1.00E-06
0.539,1.00E-06
0.540,1.00E-06
0.541,1.00E-06
0.542,1.00E-06
0.543,1.00E-06
0.544,1.00E-06
0.545,1.00E-06
0.546,1.00E-06
0.547,1.00E-06
0.548,1.00E-06
0.549,1.00E-06
0.550,1.00E-06
0.551,1.00E-06
0.552,1.00E-06
0.553,1.00E-06
0.554,1.00E-06
0.555,1.00E-06
0.556,1.00E-06
0.557,1.00E-06
0.558,1.00E-06
0.559,1.00E-06
0.560,1.00E-06
0.561,1.00E-06
0.562,1.00E-06
0.563,1.00E-06
0.564,1.00E-06
0.565,1.00E-06
0.566,1.00E-06
0.567,1.00E-06
0.568,1.00E-06
0.569,1.00E-06
0.570,1.00E-06
0.571,1.00E-06
0.572,1.00E-06
0.573,1.00E-06
0.574,1.00E-06
0.575,1.00E-06
0.576,1.00E-06
0.577,1.00E-06
0.578,1.00E-06
0.579,1.00E-06
0.580,1.00E-06
0.581,1.00E-06
0.582,1.00E-06
0.583,1.00E-06
0.584,1.00E-06
0.585,1.00E-06
0.586,1.00E-06
0.587,1.00E-06
0.588,1.00E-06
0.589,1.00E-06
0.590,1.00E-06
0.591,1.00E-06
0.592,1.00E-06
0.593,1.00E-06
0.594,1.00E-06
0.595,1.00E-06
0.596,1.00E-06
0.597,1.00E-06
0.598,1.00E-06
0.599,1.00E-06
0.600,1.00E-06
0.601,1.00E-06
0.602,1.00E-06
0.603,1.00E-06
0.604,1.00E-06
0.605,1.00E-06
0.606,1.00E-06
0.607,1.00E-06
0.608,1.00E-06
0.609,1.00E-06
0.610,1.00E-06
0.611,1.00E-06
0.612,1.00E-06
0.613,1.00E-06
0.614,1.00E-06
0.615,1.00E-06
0.616,1.00E-06
0.617,1.00E-06
0.618,1.00E-06
0.619,1.00E-06
0.620,1.00E-06
0.621,1.00E-06
0.622,1.00E-06
0.623,1.00E-06
0.624,1.00E-06
0.625,1.00E-06
0.626,1.00E-06
0.627,1.00E-06
0.628,1.00E-06
0.629,1.00E-06
0.630,1.00E-06
0.631,1.00E-06
0.632,1.00E-06
0.633,1.00E-06
0.634,1.00E-06
0.635,1.00E-06
0.636,1.00E-06
0.637,1.00E-06
0.638,1.00E-06
0.639,1.00E-06
0.640,1.00E-06
0.641,1.00E-06
0.642,1.00E-06
0.643,1.00E-06
0.644,1.00E-06
0.645,1.00E-06
0.646,1.00E-06
0.647,1.00E-06
0.648,1.00E-06
0.649,1.00E-06
0.650,1.00E-06
0.651,1.00E-06
0.652,1.00E-06
0.653,1.00E-06
0.654,1.00E-06
0.655,1.00E-06
0.656,1.00E-06
0.657,1.00E-06
0.658,1.00E-06
0.659,1.00E-06
0.660,1.00E-06
0.661,1.00E-06
0.662,1.00E-06
0.663,1.00E-06
0.664,1.00E-06
0.665,1.00E-06
0.666,1.00E-06
0.667,1.00E-06
0.668,1.00E-06
0.669,1.00E-06
0.670,1.00E-06
0.671,1.00E-06
0.672,1.00E-06
0.673,1.00E-06
0.674,1.00E-06
0.675,1.00E-06
0.676,1.00E-06
0.677,1.00E-06
0.678,1.00E-06
0.679,1.00E-06
0.680,1.00E-06
0.681,1.00E-06
0.682,1.00E-06
0.683,1.00E-06
0.684,1.00E-06
0.685,1.00E-06
0.686,1.00E-06
0.687,1.00E-06
0.688,1.00E-06
0.689,1.00E-06
0.690,1.00E-06
0.691,1.00E-06
0.692,1.00E-06
0.693,1.00E-06
0.694,1.00E-06
0.695,1.00E-06
0.696,1.00E-06
0.697,1.00E-06
0.698,1.00E-06
0.699,1.00E-06
0.700,1.00E-06
0.701,1.00E-06
0.702,1.00E-06
0.703,1.00E-06
0.704,1.00E-06
0.705,1.00E-06
0.706,1.00E-06
0.707,1.00E-06
0.708,1.00E-06
0.709,1.00E-06
0.710,1.00E-06
0.711,1.00E-06
0.712,1.00E-06
0.713,1.00E-06
0.714,1.00E-06
0.715,1.00E-06
0.716,1.00E-06
0.717,1.00E-06
0.718,1.00E-06
0.719,1.00E-06
0.720,1.00E-06
0.721,1.00E-06
0.722,1.00E-06
0.723,1.00E-06
0.724,1.00E-06
0.725,1.00E-06
0.726,1.00E-06
0.727,1.00E-06
0.728,1.00E-06
0.729,1.00E-06
0.730,1.00E-06
0.731,1.00E-06
0.732,1.00E-06
0.733,1.00E-06
0.734,1.00E-06
0.735,1.00E-06
0.736,1.00E-06
0.737,1.00E-06
0.738,1.00E-06
0.739,1.00E-06
0.740,1.00E-06
0.741,1.00E-06
0.742,1.00E-06
0.743,1.00E-06
0.744,1.00E-06
0.745,1.00E-06
0.746,1.00E-06
0.747,1.00E-06
0.748,1.00E-06
0.749,1.00E-06
0.750,1.00E-06
0.751,1.00E-06
0.752,1.00E-06
0.753,1.00E-06
0.754,1.00E-06
0.755,1.00E-06
0.756,1.00E-06
0.757,1.00E-06
0.758,1.00E-06
0.759,1.00E-06
0.760,1.00E-06
0.761,1.00E-06
0.762,1.00E-06
0.763,1.00E-06
0.764,1.00E-06
0.765,1.00E-06
0.766,1.00E-06
0.767,1.00E-06
0.768,1.00E-06
0.769,1.00E-06
0.770,1.00E-06
0.771,1.00E-06
0.772,1.00E-06
0.773,1.00E-06
0.774,1.00E-06
0.775,1.00E-06
0.776,1.00E-06
0.777,1.00E-06
0.778,1.00E-06
0.779,1.00E-06
0.780,1.00E-06
0.781,1.00E-06
0.782,1.00E-06
0.783,1.00E-06
0.784,1.00E-06
0.785,1.00E-06
0.786,1.00E-06
0.787,1.00E-06
0.788,1.00E-06
0.789,1.00E-06
0.790,1.00E-06
0.791,1.00E-06
0.792,1.00E-06
0.793,1.00E-06
0.794,1.00E-06
0.795,1.00E-06
0.796,1.00E-06
0.797,1.00E-06
0.798,1.00E-06
0.799,1.00E-06
0.800,1.00E-06
0.801,1.00E-06
0.802,1.00E-06
0.803,1.00E-06
0.804,1.00E-06
0.805,1.00E-06
0.806,1.00E-06
0.807,1.00E-06
0.808,1.00E-06
0.809,1.00E-06
0.810,1.00E-06
0.811,1.00E-06
0.812,1.00E-06
0.813,1.00E-06
0.814,1.00E-06
0.815,1.00E-06
0.816,1.00E-06
0.817,1.00E-06
0.818,1.00E-06
0.819,1.00E-06
0.820,1.00E-06
0.821,1.00E-06
0.822,1.00E-06
0.823,1.00E-06
0.824,1.00E-06
0.825,1.00E-06
0.826,1.00E-06
0.827,1.00E-06
0.828,1.00E-06
0.829,1.00E-06
0.830,1.00E-06
0.831,1.00E-06
0.832,1.00E-06
0.833,1.00E-06
0.834,1.00E-06
0.835,1.00E-06
0.836,1.00E-06
0.837,1.00E-06
0.838,1.00E-06
0.839,1.00E-06
0.840,1.00E-06
0.841,1.00E-06
0.842,1.00E-06
0.843,1.00E-06
0.844,1.00E-06
0.845,1.00E-06
0.846,1.00E-06
0.847,1.00E-06
0.848,1.00E-06
0.849,1.00E-06
0.850,1.00E-06
0.851,1.00E-06
0.852,1.00E-06
0.853,1.00E-06
0.854,1.00E-06
0.855,1.00E-06
0.856,1.00E-06
0.857,1.00E-06
0.858,1.00E-06
0.859,1.00E-06
0.860,1.00E-06
0.861,1.00E-06
0.862,1.00E-06
0.863,1.00E-06
0.864,1.00E-06
0.865,1.00E-06
0.866,1.00E-06
0.867,1.00E-06
0.868,1.00E-06
0.869,1.00E-06
0.870,1.00E-06
0.871,1.00E-06
0.872,1.00E-06
0.873,1.00E-06
0.874,1.00E-06
0.875,1.00E-06
0.876,1.00E-06
0.877,1.00E-06
0.878,1.00E-06
0.879,1.00E-06
0.880,1.00E-06
0.881,1.00E-06
0.882,1.00E-06
