wl,n
0.883,1.00E-06
0.884,1.00E-06
0.885,1.00E-06
0.886,1.00E-06
0.887,1.00E-06
0.888,1.00E-06
0.889,1.00E-06
0.890,1.00E-06
0.891,1.00E-06
0.892,1.00E-06
0.893,1.00E-06
0.894,1.00E-06
0.895,1.00E-06
0.896,1.00E-06
0.897,1.00E-06
0.898,1.00E-06
0.899,1.00E-06
0.900,1.00E-06
0.901,1.00E-06
0.902,1.00E-06
0.903,1.00E-06
0.904,1.00E-06
0.905,1.00E-06
0.906,1.00E-06
0.907,1.00E-06
0.908,1.00E-06
0.909,1.00E-06
0.910,1.00E-06
0.911,1.00E-06
0.912,1.00E-06
0.913,1.00E-06
0.914,1.00E-06
0.915,1.00E-06
0.916,1.00E-06
0.917,1.00E-06
0.918,1.00E-06
0.919,1.00E-06
0.920,1.00E-06
0.921,1.00E-06
0.922,1.00E-06
0.923,1.00E-06
0.924,1.00E-06
0.925,1.00E-06
0.926,1.00E-06
0.927,1.00E-06
0.928,1.00E-06
0.929,1.00E-06
0.930,1.00E-06
0.931,1.00E-06
0.932,1.00E-06
0.933,1.00E-06
0.934,1.00E-06
0.935,1.00E-06
0.936,1.00E-06
0.937,1.00E-06
0.938,1.00E-06
0.939,1.00E-06
0.940,1.00E-06
0.941,1.00E-06
0.942,1.00E-06
0.943,1.00E-06
0.944,1.00E-06
0.945,1.00E-06
0.946,1.00E-06
0.947,1.00E-06
0.948,1.00E-06
0.949,1.00E-06
0.950,1.00E-06
0.951,1.00E-06
0.952,1.00E-06
0.953,1.00E-06
0.954,1.00E-06
0.955,1.00E-06
0.956,1.00E-06
0.957,1.00E-06
0.958,1.00E-06
0.959,1.00E-06
0.960,1.00E-06
0.961,1.00E-06
0.962,1.00E-06
0.963,1.00E-06
0.964,1.00E-06
0.965,1.00E-06
0.966,1.00E-06
0.967,1.00E-06
0.968,1.00E-06
0.969,1.00E-06
0.970,1.00E-06
0.971,1.00E-06
0.972,1.00E-06
0.973,1.00E-06
0.974,1.00E-06
0.975,1.00E-06
0.976,1.00E-06
0.977,1.00E-06
0.978,1.00E-06
0.979,1.00E-06
0.980,1.00E-06
0.981,1.00E-06
0.982,1.00E-06
0.983,1.00E-06
0.984,1.00E-06
0.985,1.00E-06
0.986,1.00E-06
0.987,1.00E-06
0.988,1.00E-06
0.989,1.00E-06
0.990,1.00E-06
0.991,1.00E-06
0.992,1.00E-06
0.993,1.00E-06
0.994,1.00E-06
0.995,1.00E-06
0.996,1.00E-06
0.997,1.00E-06
0.998,1.00E-06
0.999,1.00E-06
1.000,1.00E-06
1.001,1.00E-06
1.002,1.00E-06
1.003,1.00E-06
1.004,1.00E-06
1.005,1.00E-06
1.006,1.00E-06
1.007,1.00E-06
1.008,1.00E-06
1.009,1.00E-06
1.010,1.00E-06
1.011,1.00E-06
1.012,1.00E-06
1.013,1.00E-06
1.014,1.00E-06
1.015,1.00E-06
1.016,1.00E-06
1.017,1.00E-06
1.018,1.00E-06
1.019,1.00E-06
1.020,1.00E-06
1.021,1.00E-06
1.022,1.00E-06
1.023,1.00E-06
1.024,1.00E-06
1.025,1.00E-06
1.026,1.00E-06
1.027,1.00E-06
1.028,1.00E-06
1.029,1.00E-06
1.030,1.00E-06
1.031,1.00E-06
1.032,1.00E-06
1.033,1.00E-06
1.034,1.00E-06
1.035,1.00E-06
1.036,1.00E-06
1.037,1.00E-06
1.038,1.00E-06
1.039,1.00E-06
1.040,1.00E-06
1.041,1.00E-06
1.042,1.00E-06
1.043,1.00E-06
1.044,1.00E-06
1.045,1.00E-06
1.046,1.00E-06
1.047,1.00E-06
1.048,1.00E-06
1.049,1.00E-06
1.050,1.00E-06
1.051,1.00E-06
1.052,1.00E-06
1.053,1.00E-06
1.054,1.00E-06
1.055,1.00E-06
1.056,1.00E-06
1.057,1.00E-06
1.058,1.00E-06
1.059,1.00E-06
1.060,1.00E-06
1.061,1.00E-06
1.062,1.00E-06
1.063,1.00E-06
1.064,1.00E-06
1.065,1.00E-06
1.066,1.00E-06
1.067,1.00E-06
1.068,1.00E-06
1.069,1.00E-06
1.070,1.00E-06
1.071,1.00E-06
1.072,1.20E-06
1.073,1.40E-06
1.074,1.60E-06
1.075,1.80E-06
1.076,2.00E-06
1.077,2.00E-06
1.078,2.00E-06
1.079,2.00E-06
1.080,2.00E-06
1.081,2.00E-06
1.082,2.00E-06
1.083,2.00E-06
1.084,2.00E-06
1.085,2.00E-06
1.086,2.00E-06
1.087,2.00E-06
1.088,2.00E-06
1.089,2.00E-06
1.090,1.80E-06
1.091,1.60E-06
1.092,1.40E-06
1.093,1.20E-06
1.094,1.00E-06
1.095,1.00E-06
1.096,1.00E-06
1.097,1.00E-06
1.098,1.00E-06
1.099,1.00E-06
1.100,1.00E-06
1.101,1.00E-06
1.102,1.00E-06
1.103,1.00E-06
1.104,1.00E-06
1.105,1.00E-06
1.106,1.00E-06
1.107,1.00E-06
1.108,1.00E-06
1.109,1.00E-06
1.110,1.00E-06
1.111,1.00E-06
1.112,1.00E-06
1.113,1.00E-06
1.114,1.00E-06
1.115,1.00E-06
1.116,1.00E-06
1.117,1.00E-06
1.118,1.00E-06
1.119,1.00E-06
1.120,1.00E-06
1.121,1.00E-06
1.122,1.00E-06
1.123,1.00E-06
1.124,1.00E-06
1.125,1.00E-06
1.126,1.00E-06
1.127,1.00E-06
1.128,1.00E-06
1.129,1.00E-06
1.130,1.00E-06
1.131,1.00E-06
1.132,1.00E-06
1.133,1.00E-06
1.134,1.20E-06
1.135,1.40E-06
1.136,1.60E-06
1.137,1.80E-06
1.138,2.00E-06
1.139,2.00E-06
1.140,2.00E-06
1.141,1.80E-06
1.142,1.60E-06
1.143,1.40E-06
1.144,1.20E-06
1.145,1.20E-06
1.146,1.40E-06
1.147,1.60E-06
1.148,1.80E-06
1.149,2.00E-06
1.150,2.20E-06
1.151,2.40E-06
1.152,2.60E-06
1.153,2.80E-06
1.154,3.00E-06
1.155,3.00E-06
1.156,2.80E-06
1.157,2.60E-06
1.158,2.40E-06
1.159,2.20E-06
1.160,2.00E-06
1.161,2.00E-06
1.162,2.00E-06
1.163,2.00E-06
1.164,2.00E-06
1.165,2.00E-06
1.166,2.00E-06
1.167,1.80E-06
1.168,1.60E-06
1.169,1.40E-06
1.170,1.20E-06
1.171,1.00E-06
1.172,1.00E-06
1.173,1.00E-06
1.174,1.00E-06
1.175,1.00E-06
1.176,1.00E-06
1.177,1.00E-06
1.178,1.00E-06
1.179,1.00E-06
1.180,1.00E-06
1.181,1.00E-06
1.182,1.00E-06
1.183,1.00E-06
1.184,1.00E-06
1.185,1.00E-06
1.186,1.00E-06
1.187,1.00E-06
1.188,1.00E-06
1.189,1.00E-06
1.190,1.00E-06
1.191,1.00E-06
1.192,1.00E-06
1.193,1.00E-06
1.194,1.00E-06
1.195,1.00E-06
1.196,1.00E-06
1.197,1.00E-06
1.198,1.00E-06
1.199,1.00E-06
1.200,1.00E-06
1.201,1.00E-06
1.202,1.00E-06
1.203,1.00E-06
1.204,1.00E-06
1.205,1.00E-06
1.206,1.00E-06
1.207,1.00E-06
1.208,1.00E-06
1.209,1.00E-06
1.210,1.00E-06
1.211,1.00E-06
1.212,1.00E-06
1.213,1.00E-06
1.214,1.00E-06
1.215,1.00E-06
1.216,1.00E-06
1.217,1.00E-06
1.218,1.00E-06
1.219,1.00E-06
1.220,1.00E-06
1.221,1.00E-06
1.222,1.00E-06
1.223,1.00E-06
1.224,1.00E-06
1.225,1.00E-06
1.226,1.00E-06
1.227,1.00E-06
1.228,1.00E-06
1.229,1.00E-06
1.230,1.00E-06
1.231,1.00E-06
1.232,1.00E-06
1.233,1.00E-06
1.234,1.00E-06
1.235,1.00E-06
1.236,1.00E-06
1.237,1.00E-06
1.238,1.00E-06
1.239,1.00E-06
1.240,1.00E-06
1.241,1.00E-06
1.242,1.00E-06
1.243,1.00E-06
1.244,1.00E-06
1.245,1.00E-06
1.246,1.00E-06
1.247,1.20E-06
1.248,1.40E-06
1.249,1.60E-06
1.250,1.80E-06
1.251,2.00E-06
1.252,2.00E-06
1.253,2.00E-06
1.254,2.00E-06
1.255,2.00E-06
1.256,2.20E-06
1.257,2.40E-06
1.258,2.60E-06
1.259,2.80E-06
1.260,3.00E-06
1.261,3.00E-06
1.262,3.00E-06
1.263,3.00E-06
1.264,3.00E-06
1.265,3.20E-06
1.266,3.40E-06
1.267,3.60E-06
1.268,3.80E-06
1.269,4.00E-06
1.270,4.00E-06
1.271,4.00E-06
1.272,4.00E-06
1.273,4.00E-06
1.274,4.00E-06
1.275,4.00E-06
1.276,4.20E-06
1.277,4.40E-06
1.278,4.60E-06
1.279,4.80E-06
1.280,5.00E-06
1.281,5.00E-06
1.282,5.00E-06
1.283,5.00E-06
1.284,5.00E-06
1.285,5.00E-06
1.286,5.00E-06
1.287,5.00E-06
1.288,5.00E-06
1.289,5.00E-06
1.290,5.00E-06
1.291,5.00E-06
1.292,5.00E-06
1.293,4.80E-06
1.294,4.60E-06
1.295,4.40E-06
1.296,4.20E-06
1.297,4.00E-06
1.298,4.00E-06
1.299,4.00E-06
1.300,4.00E-06
1.301,4.00E-06
1.302,4.00E-06
1.303,4.00E-06
1.304,4.00E-06
1.305,4.00E-06
1.306,4.00E-06
1.307,4.00E-06
1.308,4.00E-06
1.309,4.00E-06
1.310,4.00E-06
1.311,4.00E-06
1.312,4.00E-06
1.313,4.00E-06
1.314,4.00E-06
1.315,4.00E-06
1.316,4.00E-06
1.317,4.00E-06
1.318,4.00E-06
1.319,4.00E-06
1.320,4.00E-06
1.321,4.00E-06
1.322,4.00E-06
1.323,4.00E-06
1.324,4.00E-06
1.325,4.00E-06
1.326,4.00E-06
1.327,4.20E-06
1.328,4.40E-06
1.329,4.80E-06
1.330,5.20E-06
1.331,5.60E-06
1.332,5.80E-06
1.333,5.80E-06
1.334,5.60E-06
1.335,5.40E-06
1.336,5.20E-06
1.337,5.00E-06
1.338,5.00E-06
1.339,5.00E-06
1.340,5.20E-06
1.341,5.40E-06
1.342,5.60E-06
1.343,5.80E-06
1.344,6.00E-06
1.345,5.80E-06
1.346,5.60E-06
1.347,5.40E-06
1.348,5.20E-06
1.349,5.00E-06
1.350,5.00E-06
1.351,5.20E-06
1.352,5.40E-06
1.353,5.60E-06
1.354,6.00E-06
1.355,6.40E-06
1.356,6.60E-06
1.357,6.80E-06
1.358,7.00E-06
1.359,7.00E-06
1.360,7.00E-06
1.361,7.00E-06
1.362,7.00E-06
1.363,7.00E-06
1.364,6.80E-06
1.365,6.60E-06
1.366,6.20E-06
1.367,5.80E-06
1.368,5.40E-06
1.369,5.20E-06
1.370,5.00E-06
1.371,5.00E-06
1.372,5.00E-06
1.373,5.00E-06
1.374,5.00E-06
1.375,5.00E-06
1.376,4.80E-06
1.377,4.60E-06
1.378,4.40E-06
1.379,4.20E-06
1.380,4.00E-06
1.381,4.00E-06
1.382,4.00E-06
1.383,4.00E-06
1.384,4.00E-06
1.385,4.00E-06
1.386,4.00E-06
1.387,4.00E-06
1.388,4.20E-06
1.389,4.40E-06
1.390,4.60E-06
1.391,4.80E-06
1.392,5.00E-06
1.393,5.00E-06
1.394,5.00E-06
1.395,5.00E-06
1.396,4.80E-06
1.397,4.60E-06
1.398,4.40E-06
1.399,4.20E-06
1.400,4.00E-06
1.401,4.00E-06
1.402,4.00E-06
1.403,3.80E-06
1.404,3.60E-06
1.405,3.40E-06
1.406,3.20E-06
1.407,3.00E-06
1.408,3.00E-06
1.409,3.20E-06
1.410,3.40E-06
1.411,3.60E-06
1.412,3.80E-06
1.413,4.00E-06
1.414,4.00E-06
1.415,3.80E-06
1.416,3.60E-06
1.417,3.40E-06
1.418,3.20E-06
1.419,3.00E-06
1.420,3.00E-06
1.421,3.00E-06
1.422,3.00E-06
1.423,3.00E-06
1.424,3.00E-06
1.425,3.00E-06
1.426,3.00E-06
1.427,2.80E-06
1.428,2.60E-06
1.429,2.40E-06
1.430,2.20E-06
1.431,2.00E-06
1.432,2.00E-06
1.433,2.00E-06
1.434,2.00E-06
1.435,2.00E-06
1.436,2.00E-06
1.437,2.00E-06
1.438,2.00E-06
1.439,2.00E-06
1.440,2.00E-06
1.441,2.00E-06
1.442,2.00E-06
1.443,2.00E-06
1.444,2.00E-06
1.445,2.00E-06
1.446,2.00E-06
1.447,2.00E-06
1.448,2.00E-06
1.449,2.00E-06
1.450,2.00E-06
1.451,2.00E-06
1.452,2.00E-06
1.453,2.00E-06
1.454,2.00E-06
1.455,2.00E-06
1.456,2.00E-06
1.457,2.00E-06
1.458,2.00E-06
1.459,2.00E-06
1.460,2.00E-06
1.461,2.00E-06
1.462,2.00E-06
1.463,2.00E-06
1.464,2.00E-06
1.465,2.00E-06
1.466,2.00E-06
1.467,2.00E-06
1.468,2.00E-06
1.469,2.00E-06
1.470,2.00E-06
1.471,2.00E-06
1.472,2.00E-06
1.473,2.00E-06
1.474,2.00E-06
1.475,2.00E-06
1.476,2.20E-06
1.477,2.40E-06
1.478,2.60E-06
1.479,2.80E-06
1.480,3.00E-06
1.481,3.00E-06
1.482,3.00E-06
1.483,3.00E-06
1.484,3.00E-06
1.485,3.00E-06
1.486,3.00E-06
1.487,3.00E-06
1.488,3.00E-06
1.489,3.00E-06
1.490,3.00E-06
1.491,3.00E-06
1.492,3.00E-06
1.493,3.00E-06
1.494,3.00E-06
1.495,3.00E-06
1.496,3.00E-06
1.497,3.00E-06
1.498,3.00E-06
1.499,3.00E-06
1.500,3.20E-06
1.501,3.40E-06
1.502,3.60E-06
1.503,3.80E-06
1.504,4.00E-06
1.505,4.00E-06
1.506,4.00E-06
1.507,4.20E-06
1.508,4.40E-06
1.509,4.60E-06
1.510,4.80E-06
1.511,5.00E-06
1.512,5.00E-06
1.513,5.20E-06
1.514,5.40E-06
1.515,5.60E-06
1.516,5.80E-06
1.517,6.20E-06
1.518,6.40E-06
1.519,6.60E-06
1.520,6.80E-06
1.521,7.20E-06
1.522,7.40E-06
1.523,7.60E-06
1.524,8.00E-06
1.525,8.40E-06
1.526,8.60E-06
1.527,9.00E-06
1.528,9.40E-06
1.529,9.80E-06
1.530,1.02E-05
1.531,1.08E-05
1.532,1.12E-05
1.533,1.18E-05
1.534,1.22E-05
1.535,1.28E-05
1.536,1.34E-05
1.537,1.40E-05
1.538,1.46E-05
1.539,1.54E-05
1.540,1.62E-05
1.541,1.68E-05
1.542,1.76E-05
1.543,1.84E-05
1.544,1.92E-05
1.545,2.00E-05
1.546,2.10E-05
1.547,2.22E-05
1.548,2.34E-05
1.549,2.46E-05
1.550,2.60E-05
1.551,2.74E-05
1.552,2.88E-05
1.553,3.02E-05
1.554,3.18E-05
1.555,3.32E-05
1.556,3.48E-05
1.557,3.64E-05
1.558,3.82E-05
1.559,4.00E-05
1.560,4.20E-05
1.561,4.40E-05
1.562,4.60E-05
1.563,4.80E-05
1.564,5.00E-05
1.565,5.20E-05
1.566,5.40E-05
1.567,5.60E-05
1.568,5.80E-05
1.569,6.02E-05
1.570,6.24E-05
1.571,6.46E-05
1.572,6.66E-05
1.573,6.86E-05
1.574,7.04E-05
1.575,7.22E-05
1.576,7.38E-05
1.577,7.56E-05
1.578,7.72E-05
1.579,7.86E-05
1.580,7.98E-05
1.581,8.10E-05
1.582,8.20E-05
1.583,8.28E-05
1.584,8.36E-05
1.585,8.42E-05
1.586,8.46E-05
1.587,8.48E-05
1.588,8.48E-05
1.589,8.46E-05
1.590,8.42E-05
1.591,8.36E-05
1.592,8.28E-05
1.593,8.20E-05
1.594,8.10E-05
1.595,8.00E-05
1.596,7.90E-05
1.597,7.80E-05
1.598,7.68E-05
1.599,7.56E-05
1.600,7.44E-05
1.601,7.30E-05
1.602,7.16E-05
1.603,7.04E-05
1.604,6.90E-05
1.605,6.76E-05
1.606,6.64E-05
1.607,6.52E-05
1.608,6.38E-05
1.609,6.26E-05
1.610,6.14E-05
1.611,6.02E-05
1.612,5.90E-05
1.613,5.82E-05
1.614,5.74E-05
1.615,5.66E-05
1.616,5.58E-05
1.617,5.50E-05
1.618,5.42E-05
1.619,5.34E-05
1.620,5.26E-05
1.621,5.20E-05
1.622,5.14E-05
1.623,5.06E-05
1.624,5.00E-05
1.625,4.94E-05
1.626,4.86E-05
1.627,4.80E-05
1.628,4.74E-05
1.629,4.66E-05
1.630,4.60E-05
1.631,4.56E-05
1.632,4.50E-05
1.633,4.46E-05
1.634,4.44E-05
1.635,4.40E-05
1.636,4.36E-05
1.637,4.34E-05
1.638,4.32E-05
1.639,4.28E-05
1.640,4.26E-05
1.641,4.24E-05
1.642,4.22E-05
1.643,4.20E-05
1.644,4.20E-05
1.645,4.20E-05
1.646,4.18E-05
1.647,4.12E-05
1.648,4.04E-05
1.649,3.96E-05
1.650,3.86E-05
1.651,3.78E-05
1.652,3.76E-05
1.653,3.76E-05
1.654,3.80E-05
1.655,3.88E-05
1.656,4.00E-05
1.657,4.10E-05
1.658,4.20E-05
1.659,4.22E-05
1.660,4.16E-05
1.661,3.98E-05
1.662,3.74E-05
1.663,3.46E-05
1.664,3.18E-05
1.665,2.94E-05
1.666,2.76E-05
1.667,2.64E-05
1.668,2.54E-05
1.669,2.48E-05
1.670,2.42E-05
1.671,2.38E-05
1.672,2.34E-05
1.673,2.32E-05
1.674,2.30E-05
1.675,2.30E-05
1.676,2.30E-05
1.677,2.30E-05
1.678,2.30E-05
1.679,2.32E-05
1.680,2.34E-05
1.681,2.36E-05
1.682,2.40E-05
1.683,2.44E-05
1.684,2.48E-05
1.685,2.54E-05
1.686,2.60E-05
1.687,2.66E-05
1.688,2.74E-05
1.689,2.82E-05
1.690,2.88E-05
1.691,2.96E-05
1.692,3.02E-05
1.693,3.06E-05
1.694,3.08E-05
1.695,3.08E-05
1.696,3.04E-05
1.697,2.96E-05
1.698,2.86E-05
1.699,2.72E-05
1.700,2.60E-05
1.701,2.48E-05
1.702,2.40E-05
1.703,2.34E-05
1.704,2.32E-05
1.705,2.32E-05
1.706,2.34E-05
1.707,2.38E-05
1.708,2.42E-05
1.709,2.46E-05
1.710,2.48E-05
1.711,2.50E-05
1.712,2.50E-05
1.713,2.48E-05
1.714,2.44E-05
1.715,2.38E-05
1.716,2.30E-05
1.717,2.20E-05
1.718,2.10E-05
1.719,2.00E-05
1.720,1.92E-05
1.721,1.84E-05
1.722,1.78E-05
1.723,1.74E-05
1.724,1.70E-05
1.725,1.66E-05
1.726,1.64E-05
1.727,1.62E-05
1.728,1.60E-05
1.729,1.60E-05
1.730,1.60E-05
1.731,1.60E-05
1.732,1.60E-05
1.733,1.60E-05
1.734,1.60E-05
1.735,1.60E-05
1.736,1.60E-05
1.737,1.60E-05
1.738,1.62E-05
1.739,1.64E-05
1.740,1.68E-05
1.741,1.74E-05
1.742,1.80E-05
1.743,1.86E-05
1.744,1.92E-05
1.745,1.96E-05
1.746,1.98E-05
1.747,2.00E-05
1.748,2.00E-05
1.749,1.98E-05
1.750,1.96E-05
1.751,1.92E-05
1.752,1.88E-05
1.753,1.84E-05
1.754,1.80E-05
1.755,1.76E-05
1.756,1.74E-05
1.757,1.70E-05
1.758,1.66E-05
1.759,1.64E-05
1.760,1.60E-05
1.761,1.56E-05
1.762,1.54E-05
1.763,1.52E-05
1.764,1.50E-05
1.765,1.50E-05
1.766,1.50E-05
1.767,1.48E-05
1.768,1.46E-05
1.769,1.44E-05
1.770,1.42E-05
1.771,1.40E-05
1.772,1.40E-05
1.773,1.40E-05
1.774,1.40E-05
1.775,1.40E-05
1.776,1.40E-05
1.777,1.40E-05
1.778,1.40E-05
1.779,1.40E-05
1.780,1.40E-05
1.781,1.40E-05
1.782,1.40E-05
1.783,1.40E-05
1.784,1.40E-05
1.785,1.40E-05
1.786,1.40E-05
1.787,1.42E-05
1.788,1.44E-05
1.789,1.46E-05
1.790,1.48E-05
1.791,1.50E-05
1.792,1.50E-05
1.793,1.50E-05
1.794,1.50E-05
1.795,1.50E-05
1.796,1.52E-05
1.797,1.54E-05
1.798,1.56E-05
1.799,1.58E-05
1.800,1.60E-05
1.801,1.60E-05
1.802,1.60E-05
1.803,1.60E-05
1.804,1.60E-05
1.805,1.60E-05
1.806,1.60E-05
1.807,1.58E-05
1.808,1.56E-05
1.809,1.54E-05
1.810,1.52E-05
1.811,1.48E-05
1.812,1.46E-05
1.813,1.44E-05
1.814,1.42E-05
1.815,1.40E-05
1.816,1.40E-05
1.817,1.38E-05
1.818,1.36E-05
1.819,1.34E-05
1.820,1.34E-05
1.821,1.34E-05
1.822,1.36E-05
1.823,1.38E-05
1.824,1.40E-05
1.825,1.42E-05
1.826,1.44E-05
1.827,1.46E-05
1.828,1.48E-05
1.829,1.50E-05
1.830,1.50E-05
1.831,1.50E-05
1.832,1.50E-05
1.833,1.50E-05
1.834,1.50E-05
1.835,1.50E-05
1.836,1.50E-05
1.837,1.48E-05
1.838,1.46E-05
1.839,1.46E-05
1.840,1.46E-05
1.841,1.46E-05
1.842,1.48E-05
1.843,1.50E-05
1.844,1.50E-05
1.845,1.52E-05
1.846,1.54E-05
1.847,1.56E-05
1.848,1.58E-05
1.849,1.62E-05
1.850,1.64E-05
1.851,1.66E-05
1.852,1.68E-05
1.853,1.70E-05
1.854,1.70E-05
1.855,1.70E-05
1.856,1.70E-05
1.857,1.70E-05
1.858,1.70E-05
1.859,1.70E-05
1.860,1.70E-05
1.861,1.70E-05
1.862,1.70E-05
1.863,1.70E-05
1.864,1.70E-05
1.865,1.68E-05
1.866,1.66E-05
1.867,1.64E-05
1.868,1.62E-05
1.869,1.60E-05
1.870,1.60E-05
1.871,1.60E-05
1.872,1.60E-05
1.873,1.60E-05
1.874,1.58E-05
1.875,1.56E-05
1.876,1.54E-05
1.877,1.52E-05
1.878,1.50E-05
1.879,1.50E-05
1.880,1.50E-05
1.881,1.50E-05
1.882,1.48E-05
1.883,1.46E-05
1.884,1.44E-05
1.885,1.42E-05
1.886,1.40E-05
1.887,1.40E-05
1.888,1.40E-05
1.889,1.40E-05
1.890,1.40E-05
1.891,1.40E-05
1.892,1.40E-05
1.893,1.40E-05
1.894,1.40E-05
1.895,1.40E-05
1.896,1.40E-05
1.897,1.40E-05
1.898,1.40E-05
1.899,1.40E-05
1.900,1.40E-05
1.901,1.40E-05
1.902,1.40E-05
1.903,1.40E-05
1.904,1.40E-05
1.905,1.40E-05
1.906,1.40E-05
1.907,1.40E-05
1.908,1.42E-05
1.909,1.44E-05
1.910,1.46E-05
1.911,1.50E-05
1.912,1.54E-05
1.913,1.56E-05
1.914,1.60E-05
1.915,1.64E-05
1.916,1.66E-05
1.917,1.68E-05
1.918,1.70E-05
1.919,1.70E-05
1.920,1.70E-05
1.921,1.70E-05
1.922,1.70E-05
1.923,1.70E-05
1.924,1.70E-05
1.925,1.70E-05
1.926,1.72E-05
1.927,1.74E-05
1.928,1.76E-05
1.929,1.78E-05
1.930,1.80E-05
1.931,1.80E-05
1.932,1.82E-05
1.933,1.84E-05
1.934,1.86E-05
1.935,1.90E-05
1.936,1.94E-05
1.937,1.96E-05
1.938,2.00E-05
1.939,2.04E-05
1.940,2.08E-05
1.941,2.14E-05
1.942,2.22E-05
1.943,2.30E-05
1.944,2.38E-05
1.945,2.46E-05
1.946,2.54E-05
1.947,2.62E-05
1.948,2.68E-05
1.949,2.76E-05
1.950,2.82E-05
1.951,2.88E-05
1.952,2.92E-05
1.953,2.98E-05
1.954,3.02E-05
1.955,3.08E-05
1.956,3.12E-05
1.957,3.18E-05
1.958,3.22E-05
1.959,3.28E-05
1.960,3.34E-05
1.961,3.40E-05
1.962,3.46E-05
1.963,3.54E-05
1.964,3.62E-05
1.965,3.68E-05
1.966,3.76E-05
1.967,3.84E-05
1.968,3.92E-05
1.969,3.98E-05
1.970,4.06E-05
1.971,4.14E-05
1.972,4.20E-05
1.973,4.26E-05
1.974,4.34E-05
1.975,4.40E-05
1.976,4.46E-05
1.977,4.54E-05
1.978,4.60E-05
1.979,4.66E-05
1.980,4.72E-05
1.981,4.78E-05
1.982,4.82E-05
1.983,4.88E-05
1.984,4.94E-05
1.985,5.00E-05
1.986,5.06E-05
1.987,5.12E-05
1.988,5.18E-05
1.989,5.24E-05
1.990,5.30E-05
1.991,5.36E-05
1.992,5.44E-05
1.993,5.52E-05
1.994,5.58E-05
1.995,5.66E-05
1.996,5.74E-05
1.997,5.82E-05
1.998,5.90E-05
1.999,6.00E-05
2.000,6.10E-05
2.001,6.20E-05
2.002,6.32E-05
2.003,6.44E-05
2.004,6.56E-05
2.005,6.68E-05
2.006,6.80E-05
2.007,6.92E-05
2.008,7.04E-05
2.009,7.16E-05
2.010,7.30E-05
2.011,7.44E-05
2.012,7.58E-05
2.013,7.72E-05
2.014,7.88E-05
2.015,8.04E-05
2.016,8.22E-05
2.017,8.40E-05
2.018,8.60E-05
2.019,8.82E-05
2.020,9.04E-05
2.021,9.28E-05
2.022,9.54E-05
2.023,9.80E-05
2.024,1.01E-04
2.025,1.03E-04
2.026,1.06E-04
2.027,1.09E-04
2.028,1.12E-04
2.029,1.15E-04
2.030,1.19E-04
2.031,1.22E-04
2.032,1.26E-04
2.033,1.30E-04
2.034,1.35E-04
2.035,1.39E-04
2.036,1.44E-04
2.037,1.49E-04
2.038,1.54E-04
2.039,1.60E-04
2.040,1.66E-04
2.041,1.72E-04
2.042,1.79E-04
2.043,1.86E-04
2.044,1.94E-04
2.045,2.03E-04
2.046,2.12E-04
2.047,2.21E-04
2.048,2.31E-04
2.049,2.41E-04
2.050,2.51E-04
2.051,2.61E-04
2.052,2.72E-04
2.053,2.82E-04
2.054,2.93E-04
2.055,3.04E-04
2.056,3.15E-04
2.057,3.26E-04
2.058,3.37E-04
2.059,3.49E-04
2.060,3.60E-04
2.061,3.72E-04
2.062,3.83E-04
2.063,3.95E-04
2.064,4.07E-04
2.065,4.19E-04
2.066,4.31E-04
2.067,4.43E-04
2.068,4.55E-04
2.069,4.67E-04
2.070,4.80E-04
2.071,4.92E-04
2.072,5.05E-04
2.073,5.17E-04
2.074,5.30E-04
2.075,5.42E-04
2.076,5.55E-04
2.077,5.68E-04
2.078,5.81E-04
2.079,5.94E-04
2.080,6.07E-04
2.081,6.20E-04
2.082,6.33E-04
2.083,6.46E-04
2.084,6.60E-04
2.085,6.73E-04
2.086,6.86E-04
2.087,7.00E-04
2.088,7.13E-04
2.089,7.27E-04
2.090,7.40E-04
2.091,7.54E-04
2.092,7.68E-04
2.093,7.81E-04
2.094,7.95E-04
2.095,8.09E-04
2.096,8.23E-04
2.097,8.37E-04
2.098,8.50E-04
2.099,8.64E-04
2.100,8.78E-04
2.101,8.92E-04
2.102,9.06E-04
2.103,9.20E-04
2.104,9.34E-04
2.105,9.48E-04
2.106,9.62E-04
2.107,9.76E-04
2.108,9.90E-04
2.109,0.00100
2.110,0.00102
2.111,0.00103
2.112,0.00105
2.113,0.00106
2.114,0.00107
2.115,0.00109
2.116,0.00110
2.117,0.00112
2.118,0.00113
2.119,0.00115
2.120,0.00116
2.121,0.00117
2.122,0.00119
2.123,0.00120
2.124,0.00122
2.125,0.00123
2.126,0.00124
2.127,0.00126
2.128,0.00127
2.129,0.00129
2.130,0.00130
2.131,0.00131
2.132,0.00133
2.133,0.00134
2.134,0.00136
2.135,0.00137
2.136,0.00138
2.137,0.00140
2.138,0.00141
2.139,0.00142
2.140,0.00144
2.141,0.00145
2.142,0.00146
2.143,0.00148
2.144,0.00149
2.145,0.00151
2.146,0.00152
2.147,0.00153
2.148,0.00155
2.149,0.00156
2.150,0.00157
2.151,0.00158
2.152,0.00160
2.153,0.00161
2.154,0.00162
2.155,0.00164
2.156,0.00165
2.157,0.00166
2.158,0.00168
2.159,0.00169
2.160,0.00170
2.161,0.00171
2.162,0.00173
2.163,0.00174
2.164,0.00175
